english_sentence,norwegian_sentence,label
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,"Driftsresultatet eksklusive engangsposter økte med 27 % til 81,9 millioner euro fra 64,4 millioner euro i tilsvarende periode i 2008.",2
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,"Du vil høre de siste innsiktene og oppdateringene om Citycons strategi, samt de siste nyhetene fra alle forretningsenhetene.",1
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,Det finske entreprenørselskapet Lemmink+ñinen har fått tildelt to kontrakter for veiutbygging av den litauiske transportadministrasjonen.,2
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,"Driftsresultatet eksklusive engangsposter var EUR 7,8 millioner sammenlignet med EUR 11,2 millioner.",0
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,Global Banking News - 28 september 2010 Tieto Corporation og Pohjola Bank ( PINK : POJLF ) skal samarbeide om SWIFT-tjenester .,2
The forecast for 2012 is 3.3 % .,"Prognosen for 2012 er 3,3 %.",1
"In the Baltic countries , sales fell by 42.6 % .","I Baltikum gikk salget ned med 42,6 prosent.",0
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",Tidligere forventet selskapet at 2008-resultatet skulle forbli på samme nivå som i 2008.,1
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",Med denne avtalen kan vi fortsette vårt gode samarbeid og samtidig frigjøre kapital som er bundet opp i vår maskindrift.,2
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,"Finske Aktia Groups driftsresultat økte til 17,5 millioner euro i første kvartal 2010 fra 8,2 millioner euro i første kvartal 2009.",2
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .","Den eier 38 prosent av Outokumpus aksjer og stemmeretter, men i 2001 ga lovgiverne den tillatelse til å redusere eierandelen til 10 prosent.",1
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .","LONDON AFX - UK og europeiske meglere 'anbefalinger utstedt i dag, som samlet av AFX News fra en rekke markedskilder .",1
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",Handelskode : ELI1V Antall aksjer : 99 483 Pris-andel : Gratuitous Etter overføringen har Elisa totalt 10 435 023 egne aksjer.,1
"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .","Men i mars 2009, regjeringen i St. Petersburg passerte den fremre delen av bygningen med området 1,900 kvadratmeter og en tomt for et hotell verdt USD 10-15mn til selskapet Delta .",1
"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .","Podkasten, ser Harple gi lav-down på GyPSii 's plattform, som tar noens plassering og demografisk informasjon for å produsere en kontekstuell indeks av verden rundt dem .",1
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .","Den høyeste veksten ville være i Kina, mens svekkelsen av etterspørselen vil fortsette i Nord-Amerika, UPM sa.",1
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,SKF 6. april 2010 - Alandsbanken har gitt en anbefaling om kjøp av det svenske industriselskapet SKF AB (STO: SKF B) med et kursmål på 150 SEK.,2
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .","Oktober-desember salg var 302 mln eur , eller en 25.3 pst økning år for år .",2
Exel is headquartered in Mantyharju in Finland .,Exel har hovedkontor i Mantyharju i Finland.,1
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .","Etter salget vil Savcor Group Ltd bestå av Savcor ART, en bedriftsfunksjon og en investering i Cencorp Corporation.",1
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .","Adressen er gitt til en lokal kontroller, helst ved trådløs overføring, som deretter bruker adresseplasseringen for å få tilgang til kontrollmodulen.",1
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,Finske Cargotec har blitt tildelt en betydelig ordre på totalt 292 Hiab lasterkraner av BAE Systems i USA.,2
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .","Etter transaksjonen har Lundbeck verdensomspennende rettigheter for nalmefene, med unntak av Nord-Amerika, Mexico, Tyrkia og Sør-Korea.",2
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .","Fiskars, verdens  1 Scissors Brand TM, nylig vant Learning -« Magazine 's 2011 Teachers ' Choice Award for Classroom .",2
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .","I en pressemelding 28. oktober sa Peab at de to virksomhetene vil fortsette å bli drevet under merkene Cliffton og Stockholm Entreprenad, begge deler en del av Peab Group.",1
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,"Finske metallprodukter selskapet Componenta Oyj nettoresultatet steg til 26,1 mln euro ( $ 35,9 mln ) for første kvartal 2007 fra 5,3 mln euro ( $ 7,3 mln ) for samme periode i 2006 .",2
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .","Digia sa sin konsoliderte netto salg for januar-juni 2010 var EUR67 .8 m , opp 9.7% på samme periode i 2009 (EUR61 .9 m ) .",2
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,Og det er akkurat hva som skjedde på en nylig ukedag da en East Haven baker ble brakt inn for å minne innbyggerne om påsketradisjonen med å lage hvete og ris paier .,1
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,Selskapet planlegger å bruke inntektene fra rettighetsutstedelsen til å styrke balansen.,1
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .","Det inkluderer også installasjon av nytt utstyr, opplæring og oppstartstjenester, samt servicearbeid av skopressen levert av Vaahto i 2001.",1
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,Martela er en frontløper i å tilby innovative løsninger og kundeservice Martela designer og leverer interiørløsninger for arbeidsmiljøer og offentlige rom.,1
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,Poyry er anerkjent som en av verdens ledende rådgivere til den globale skogsindustrien.,2
"The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .","Størrelsen på utvidelsen, 18.5% som allerede har blitt latt, vil ha et bruttoareal på ca 2 830 kvm 30 460 ft .",1
He is resting comfortably and is looking forward to getting back to work . '',Han hviler komfortabelt og ser frem til å komme tilbake til arbeid. '',1
"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .","Westpac Banking Corp - Er å utstede en benchmark, 3 år FRN avtale i Euros .",1
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,Det finske flyselskapet Finnair starter midlertidig permittering av kabinansatte i februar 2010.,0
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",Likevel steg markedsandelen til 49.14 prosent fra 48.51 prosent året før.,2
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .","Kai Tulonen, Chief Technology Officer, SysOpen Digia sier: `` Mobility Business Suite representerer en betydelig milepæl i selskapets tilbud til telekommunikasjonsindustrien .",2
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .","F-Secure rapporterte at: - Den første halvdelen av 2008 har sett et økende antall målrettede malware angrep på enkeltpersoner, bedrifter og organisasjoner.",1
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,Kone aksjer falt 4.1 prosent til  x20ac 43 US $ 55.77 i Helsinki .,0
All rights reserved .,Alle rettigheter forbeholdes.,1
The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,Inntektene i den komparative perioden inkluderte en kapitalgevinst på EUR 8 mn fra salg av OMX aksjer .,1
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .","De nordiske bankene har allerede måttet skrive ned betydelige lån i Latvia, med Swedbank, Nordea, DnB NOR og SEB rapporterte samlede tap på over 1,35 milliarder dollar i perioden 2007 til 2010 mot et bakteppe av nær økonomisk kollaps i Latvia.",0
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .","Det finske silisium wafer-teknologiselskapet Okmetic Oyj OMX Helsinki: OKM1V rapporterte torsdag 30. oktober et driftsresultat på EUR 7 .4 m for januar-september 2008, opp fra EUR 6 .1 m i tilsvarende periode i 2007.",2
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .","EBITDA for året 2009 forbedret seg til EUR484m, sammenlignet med EUR472m i 2008.",2
The share of the share capital of both above mentioned shareholders remains below 5 % .,Andelen av aksjekapitalen til begge ovennevnte aksjonærer forblir under 5 % .,1
The estimated annual value of the frame agreement is about EUR 50mn .,Den estimerte årlige verdien av rammeavtalen er ca EUR 50mn .,1
The order is related to renewing the network of the telecommunications operator .,Bestillingen er relatert til fornyelse av nettverket av telekommunikasjonsoperatøren .,1
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .","Våre kunder kommer fra følgende land: Storbritannia, USA, Spania, Frankrike, Italia, Tyskland, Kina, Hong Kong, Sverige, Norge, Nederland, Østerrike, Belgia, Sveits, Tsjekkia, Finland, Canada, Russland, Ukraina, Danmark, Irland, Sør-Korea og Liechtenstein.",1
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .","Selskapet vil bruke pengene til produktutvikling og forskningsaktiviteter gjennom 2013 i sine viktigste markeder Finland, Tyskland, Italia og Frankrike.",1
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .","Anlegget vil ha et lett tilgjengelig område på ca 19 000 kvm. Tomten for anlegget, som ligger i Ratasmaki forretningspark, vil bli kjøpt fra City of Forssa .",1
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .","Outotec sa det vant nye bestillinger verdt 492.9 mln eur i løpet av kvartalet, sammenlignet med 240.4 mln eur et år tidligere.",2
Sports equipment sales also progressed well owing to the prolonged winter season .,Sportsutstyrsalget gikk også bra på grunn av den lange vintersesongen.,2
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .","Pilotprosjektet viste at RIFD-teknologi er ideell for våre formål, sier Olli Saarinen, Material Handling Supervisor i Yara.",2
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","På forespørsel fra det finske medieselskapet Alma Medias aviser, har forskningssjef Jari Kaivo-oja ved Finland Futures Research Centre ved Turku School of Economics utarbeidet et fremtidig scenario for Finlands nasjonale økonomi ved å bruke en modell utviklet av University of Denver .",1
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,"Avkastningen på aksjer var 18,3 prosent mot 15,4 prosent i tredje kvartal 2005.",2
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .","I Finland førte snøstorm trær ned på kraftledninger, noe som kuttet strømmen for rundt 2000 husholdninger.",0
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .","På toppen av det, US Commerce Department publisert verre-enn-forventet bygge utgifter tall for november.",0
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,Den fireårige kontrakten mellom banken og Ski Sport Finland vil bringe bankens reklame til skiløper hjelmer og caps .,1
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .","Noen av de nyeste teknologileveransene inkluderer raffineriteknologi til Anrak Aluminium, en pelletsfabrikk for jernmalm til Tata Steel og sintringsanlegg for jernmalm til Bhushan Steel.",1
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond","( ADPnews ) - May 4 , 2010 - Finsk bestikk og håndverktøy maker Fiskars Oyj Abp (HEL : FISAS ) sa i dag nettoresultatet falt til EUR 12.9 millioner ( USD 17m ) i første kvartal 2010 fra EUR 17 millioner i tilsvarende",0
`` They want my credit card info and my personal details .,De vil ha kredittkortinformasjonen min og mine personlige detaljer.,1
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .","Den totale verdien av prosjektet er ca EUR53m , inkludert tomter som vil bli overført til Atria .",1
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .","Fiskars er også engasjert i global levering av marine- og energiutstyrsløsninger og -tjenester gjennom sitt tilknyttede selskap, Wartsila Corporation.",1
The solid fuel is heated before sludge is mixed therein . '',Det faste drivstoffet varmes opp før slammet blandes der. '',1
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .","Pris snakk er i mid-market swaps pluss 105 bps området og fører er Barclays, BNPP, UBS og CBA.",1
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,Pretax overskudd hoppet til EUR 21.9 millioner fra EUR 3.1 millioner .,2
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .","Agricultural avis Maaseudun Tulevaisuus hadde 318,000 lesere , representerer en nedgang på 6 % .",0
"There has been some recovery of the base metals prices and increased demand for metals in China , however .","Det har vært noe utvinning av basemetallprisene og økt etterspørsel etter metaller i Kina, men.",2
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,Okmetic forventer at nettosalget for første halvår 2009 vil bli mindre enn i 2008.,0
"Cargotec 's share capital after the increase totals 64,046,460 euros .",Cargotecs aksjekapital etter økningen er 64 046 460 euro.,1
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,Det finske drikkevareselskapet Olvi er et av de siste børsnoterte selskapene i Finland som ennå ikke har offentliggjort sitt økonomiske resultat for andre kvartal 2009.,1
"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .","Endringene vil tre i kraft 1. januar 2010, og de er ikke anslått å ha noen innvirkning på antall ansatte.",1
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .","HUHTAMAKI OYJ STOCK EXCHANGE RELEASE, 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institusjonelle investorer og analytikere holdes i Espoo , 16 september 2008 starter på 13.30 pm Finsk tid .",1
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",Ifølge administrerende direktør i Nordea Bank Estonia Vahur Kraft har Nordea Finland og Stockmann samarbeidet i mer enn ti år.,2
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .","Donasjonene er gitt til Aalto University og universitetene i Helsinki, Tampere, Turku, Øst-Finland, Jyv+ñskyl+ñ, Oulu og Vaasa, og til polytekniske selskaper som vil bli annonsert senere.",1
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",I tillegg til normale sesongsvingninger har markedssituasjonen svekket seg i løpet av høsten 2008.,0
"The payment date is March 25 , 2010 .",Betalingsdato er 25. mars 2010.,1
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .","``Vi vil nå, etter relevante myndighetsgodkjenninger, gjøre et obligatorisk bud som kreves av den finske verdipapirmarkedsloven.",1
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Konsolidert pretax resultat falt med 69.2% til EUR 41.0 mn fra EUR 133.1 mn i 2007 .,0
The value of the order is USD 2.3 mn .,Verdien av bestillingen er USD 2.3 mn .,1
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .","Nettosalg gikk opp med 1 % år-for-år til EUR 29 millioner, påvirket av virksomhetsoppkjøp, realisert i løpet av forrige finansielle periode, hvor effekten var EUR 5,1 millioner på gjennomgangsperioden.",2
"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -® 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .","NORDIC BUSINESS REPORT-17 januar 2006-Efore Plc åpner nytt anlegg i Estland -® 1998-2006 M2 COMMUNICATIONS LTD finsk kraftelektronikk produsent Efore Plc sa på tirsdag ( 17 januar) at det var innvielse av sitt nye anlegg i Parnu, Estonia.",1
The order was worth EUR 8mn .,Bestillingen var verdt EUR 8mn .,1
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,Finske Vacon har inngått betydelige avtaler med Norwegian Scandinavian Electric Systems (SES) om levering av AC drev.,2
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .","LKAB, med hovedkontor i Lulea, Sverige, er et høyteknologisk gruveselskap som produserer oppgraderte jernmalmprodukter for stålindustrien.",1
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .","Det finske rederiet Finnlines hadde et netto tap på 6,5 millioner euro i tredje kvartal 2009, sammenlignet med et overskudd på 0,3 millioner euro i tredje kvartal 2008.",0
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,Omsetning vokste 1 prosent til euro742 .2 millioner US$ 964 millioner fra euro735 millioner.,2
"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .","Både driftsresultat og nettosalg for 12-månedersperioden økte, henholdsvis fra EUR20 .8 m og EUR177 .7 m, sammenlignet med regnskapsåret 2004.",2
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,Bestillingen omfatter også omfattende vedlikeholdsarbeid av en skopresse levert av Vaahto i 2001.,1
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .","Panostaja, med hovedkontor i Tampere, Finland, er et investeringsselskap med fokus på små og mellomstore finske selskaper som opererer i tradisjonell industri.",1
"Previously , the company anticipated its operating profit to improve over the same period .",Tidligere forventet selskapet at driftsresultatet skulle bli bedre i samme periode.,2
The right margin will be viewed separately in detail with every customer .,Den riktige marginen vil bli sett separat i detalj med hver kunde.,1
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","Konsolidert driftsresultat eksklusive engangsposter var EUR 30.6 mn, opp fra EUR 29.6 mn et år tidligere.",2
The company then said it will focus its resources on clinical research .,Selskapet sa da at det vil fokusere sine ressurser på klinisk forskning.,1
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,Niam tilbyr finansielle investorer høy avkastning via investeringer i fond som i sin tur investerer i alle typer eiendommer.,1
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .","Ifølge A-Rehus administrerende direktør, Jouko Lahtinen, vil prosjektet stabilisere kostnadene og forbedre forsyningssikkerheten.",2
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .","Ifølge foreløpige data fra Slovakias statistikkontor ble varer verdt E36 .4 millioner importert fra Finland mellom januar og oktober 2010, noe som utgjør 0,1 prosent av Slovakias totale import.",1
The orders also include a few high-power drives for the control of seismic compressors .,Ordrene inkluderer også noen high-power stasjoner for kontroll av seismiske kompressorer.,1
Global life science industry is strictly regulated by international and national authorities .,Global life science industrien er strengt regulert av internasjonale og nasjonale myndigheter .,1
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,"Abonnementsprisen per aksje for aksjene som abonnerer på opsjonsrettighetene var EUR 1,35.",1
"Kiosk and cinema operations have suffered , in particular .","Kiosk- og kinodrift har lidd, spesielt.",0
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,Gjennom oppkjøpet vil Solteq utvide sine løsninger som tilbys av Microsofts Dynamics business software produkter.,2
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .","Pretax overskudd totalt EUR 9.0 mn , ned fra EUR 36.3 mn i 2007 .",0
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .","Aksjene skal kjøpes tilbake gjennom offentlig handel, for hvilken grunn aksjene er kjøpt tilbake på annen måte enn i forhold til aksjonærenes beholdning.",1
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .","Ifølge business medier rapporter, Usmanov planlagt å overføre sin MegaFon eierandel til statlig kontrollerte Svyazinvest , i bytte for en eierandel i den fusjonerte RosTelecom .",1
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","Driftsresultatet for den ni måneder lange perioden økte fra EUR13 .6 m, mens nettosalg økte fra EUR394 .7 m, sammenlignet med tilsvarende periode i 2005.",2
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .","Netto salg av Kyro viktigste forretningsområde, Glaston Technologies, en produsent av glass behandling maskiner, redusert til EUR 161.5 mn fra EUR 164.1 mn i januar-september 2005 .",0
The value of the order is EUR 2.5 mn .,Verdien av bestillingen er EUR 2.5 mn .,1
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,"Den finske forretningsprogramvaregruppen AffectoGenimap Oyj sa at nettoresultatet ble halvert til 1,2 mln euro ($ 1,5 mln) i de første ni månedene av 2006 fra 2,2 mln euro ($ 2,8 mln) i samme periode i 2005.",0
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .","Avgjørelsen må tas om gruppen går med på import av estisk kjøtt og kjøttprodukter til Finland, heter det videre.",1
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,Dette oppkjøpet støtter vår strategi om å være nær våre kunder over hele verden som tilbyr både utstyr og relaterte tjenester.,2
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",Rapala VMC Corporation STOCK EXCHANGE RELEASE 10 oktober 2008 kl 11.45 Kaupthing Bank Oyj ( `` Kapthing '' ) har informert Rapala VMC Corporation ( `` Rapala '' ) at det har avbrutt likviditeten som gir for Rapala 's aksje for tiden .,0
Satama and Trainers ' House will remain as names and independent brands of the business areas .,Satama og Trainers ' House vil forbli som navn og uavhengige merker av forretningsområdene.,1
Technopolis has approximately 130 customer companies in Jyvaskyla .,Technopolis har ca 130 kundebedrifter i Jyvaskyla .,1
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .","Som en del av omorganiseringen vil Kauko-Telko Ltd bli delt inn i Telko Ltd, Leipurin Ltd, Hamina Terminal Services Ltd og Kaukomarkkinat Ltd.",1
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,Antniemi tilbakeviste en rapport fra den finske avisen Turun Sanomat som hevdet at selskapet omorganiserte sin virksomhet i de baltiske landene.,1
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .","Syv-måneders salget av Ragutis, som er kontrollert av det finske bryggeriet Olvi, gikk ned med 11.2 prosent, til 15.41 millioner liter, og selskapet hadde 9.89 prosent av markedet.",0
"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security .","Markka A. Oksanen og Harald Kaaja, begge fra Helsinki, Finland, Juha Salokannel fra Kangasala, Finland og Arto Palin fra Viiala, Finland, har utviklet et system for å gi kommunikasjonssikkerhet.",1
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,Kontrakten inkluderer en opsjon på å levere ytterligere 75 ASC i de neste fasene av prosjektet.,1
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,ArcelorMittal Chief Executive Officer Lakshmi Mittal har allerede kuttet produksjonen ved noen ovner.,0
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",Fullmakten gjelder til utgangen av neste generalforsamling og opphever fullmakten til å erverve egne aksjer gitt av generalforsamlingen avholdt 4. april 2007.,1
Two other sites will be included later on .,To andre nettsteder vil bli inkludert senere på .,1
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,1 April 2011 - Finske maskiner utleie selskap Ramirent Oyj HEL : RMR1V sa i dag det har kjøpt eiendeler av sektoren spiller Stavebni Doprava en Mechanizace SDM i Tsjekkia for en ukjent sum .,1
"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .","POYRY PLC Ytterligere informasjon ved: Martin Kuzaj, President, Industry Business Group, Finland Tel. +358 10 33 21179 Sanna Paivaniemi, Director, Investor Relations, Poyry PLC, Finland Tel. +358 10 33 23002 Poyry er et globalt konsulent- og ingeniørselskap dedikert til balansert bærekraft.",1
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,Nettosalg gikk ned til EUR 220.5 mn fra EUR 470.0 mn i tilsvarende periode i 2009.,0
