english_sentence,norwegian_sentence,label
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .","Aspocomp sa det vil spinne av sine kinesiske og indiske enheter, og noe utstyr fra sin Salo anlegget i Finland, til en nyopprettet enhet, de fleste som det vil deretter selge videre til Hong Kong-listet Meadville.",1
"At some point , it will spread also to Iran and Iraq .",På et tidspunkt vil det spre seg også til Iran og Irak.,1
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .","På slutten av forrige uke, Protalix BioThe terapeuter Inc (AMEX : PLX ) publisert en prospekt for et første tilbud på AMEX på ca 5% av sin aksjekapital .",1
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .","Ved utgangen av mars 2009, selskapets lån beløp seg til EUR 10.113 mn .",1
"At the moment , there are approximately 20 Vianor sales offices in Russia .",For øyeblikket er det ca 20 Vianor salgskontorer i Russland.,1
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .","Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",1
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .","Basert på utformingen av tidligere telefoner, Nokia E72 og Nokia E63 denne Symbian-baserte modellen er lovet å tilby direkte tilgang til over 90 prosent av verdens bedrifts e-post gjennom Mail for Exchange og IBM Lotus Notes Traveler .",1
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,Basware Business Transactions Service gjør det mulig for kunden å motta og sende fakturaer i elektronisk format.,1
Basware finances the acquisition with a bank loan .,Basware finansierer oppkjøpet med et banklån.,1
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .","BasWare Invoice Processing, BasWare Contract Matching, BasWare Order Matching og BasWare KPI Reporting Tool er en del av BasWare 's Enterprise Purchase to Pay produktpakke.",1
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .","BasWare Invoice Processing, BasWare Contract Matching, BasWare Order Matching og BasWare KPI Reporting Tool er en del av BasWare Enterprise Purchase to Pay løsning suite.",1
"Beef imports fell slightly from 2006 , to 14mn kilos .","Biff import falt litt fra 2006, til 14mn kilo.",1
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,Benefon vil slå Salo enheten til en B2B forretningsenhet og etablere en B2C forretningsenhet i Storbritannia.,1
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .","Berling Capital, Umo Capital og Veikko Laine er de største aksjonærene i Amanda Capital.",1
Bluewin Security is available as a monthly subscription .,Bluewin Security er tilgjengelig som et månedlig abonnement.,1
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .","Blyk lanserer først i det britiske markedet i midten av 2007, med andre markeder å følge.",1
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .","Body ES Vostok eier også andeler i kraftsalgsselskaper MosenergosbytBody ( RTS: MSSB) ( 50,9 % ), Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS: SARE) Body ( 48,36 % ) og Tambov Power Sales Company ( RTS: TASB) ( 49,01 % ) , alle Body som det mottok fra distribusjonsbalansen .",1
Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,Begge kilder sa Nokia ville avduke sin nye telefon kode-navnet `` Tube '' på Oct. 2 på en analytiker og medier hendelse i London .,1
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .","Byline : Tim Moran Mobiltelefongiganten Nokia Corp. tilbyr $ 8,1 milliarder for digital kartleverandør NAVTEQ Corp., Chicago .",1
Capital base and capital adequacy measurement is based on approaches under Basel II .,Kapital base og kapitaldekning måling er basert på tilnærminger under Basel II .,1
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .","CapMan, med kontorer i Helsinki, Stockholm, København og Oslo, forvalter Nordic buyout, mezzanine, teknologi, livsvitenskap og eiendomsfond med ca EUR2 .6 bn i samlet kapital.",1
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","CapMans første eiendomsfond, som hadde en samlet investeringskapasitet på (EURO) 500 millioner og ble stengt i juni 2005, investerte i kommersielle eiendommer i Helsinki metropolitan området.",1
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .","Cardona bremset bilen sin, snudde og kjørte tilbake til krysset, hvor hun ringte 911.",1
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .","Cargotecs merker, Hiab, Kalmar og MacGREGOR, er globale markedsledere innen sine felt og deres løsninger brukes på land og til sjøs - uansett hvor lasten er på farten.",1
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .","Cencorp vil fokusere på utvikling, produksjon og markedsføring av standardprodukter for produksjonsautomatisering.",1
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,Endringer i de som er bygget modeller fra design ble kommunisert til underleverandører for å imøtekomme dem i stål og GRC fabrikasjonsprosessen .,1
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,Velg mellom en Giant Countdown med rødt hode eller regnbueørret - eller Giant Shad Rap i perch farge.,1
Closing of such transaction took place today .,Avslutningen av en slik transaksjon fant sted i dag.,1
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .","Cohen & Steers , Inc. : 5 534 530 aksjer som representerer 4.985 % av aksjekapitalen og stemmerettene.",1
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .","Cohen & Steers , Inc. : 5 534 626 aksjer som representerer 4.985 % av aksjekapitalen og stemmerettene.",1
com and possibly also through photo-msn .,com og muligens også gjennom foto-msn .,1
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .","Selskaper som er vurdert i rapporten inkluderer Aladdin, CA, F-Secure, Kaspersky, Marshal, McAfee, Microsoft, Panda, Proofpoint, Sophos, Symantec, Trend Micro, Tumbleweed og Websense.",1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS løsninger gjør det mulig for telekom tjenesteleverandører å levere tjenester fleksibelt og lade dem effektivt.,1
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,Connectivity Services inkluderer outsourcet Scan og Capture som overfører papirfakturaer til elektronisk format og Basware Business Transactions Service gjør det mulig for kunden å motta og sende fakturaer i elektronisk format.,1
Consumption is forecast to grow by about 2 % .,Forbruket forventes å vokse med ca 2 % .,2
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed","Land : , Finland Sektor : Konstruksjons-eiendom Mål : Pohjolan Design-Talo Oy Kjøper : CapMan Oyj Leverandør : Ruukki Group Oyj Deal størrelse i USD : 102.6 m Type : Leie Status : Agreed",1
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed","Land : , Sveits Sektor : Farmasøytiske produkter Mål : Synosia Therapeutics Holding AG Kjøper : Biotie Therapies Corp Deal Størrelse i USD : 129.4 m Type : Selskapsoppkjøp Finansiering : Alle aksjer Status : Lukket",1
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,"Land :; Tyskland Sektor : Bygg-eiendom ; Maskiner-Engineering Mål : Caverion GmbH Kjøper : YIT Oyj Deal størrelse i USD : 90,3 m Type : Corporate oppkjøp Status : Agreed",1
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .","Cramo er et serviceselskap som spesialiserer seg på utleie av anleggsmaskiner og utleie-relaterte tjenester, samt utleie og salg av modulplass.",1
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .","Cramo Plc er et serviceselskap som spesialiserer seg på utleie av anleggsmaskiner og utstyr, samt utleie og salg av modulplass.",1
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,kreditt 20 November 2009 - Finsk glass teknologi selskap Glaston Oyj Abp (HEL: GLA1V ) sa i dag det avsluttet en EUR74m roterende kreditt anlegg avtale med sine kjernebanker .,2
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .","CS Cabot eksporterer 55 % av sin produksjon hovedsakelig til Goodyear, Bridgestone og Michelin-fabrikkene i Polen, samt til Tysklands Michelin eller Italias Pirelli gjennom selskapets logistikksenter i Paris, sier Stefan.",1
"Currently , the plant operates on full capacity .",For tiden opererer anlegget på full kapasitet.,1
Danske Bank is Denmark 's largest bank with 3.5 million customers .,"Danske Bank er Danmarks største bank med 3,5 millioner kunder.",1
Decisions are to be made as quickly as possible .,Beslutninger skal treffes så raskt som mulig.,1
Deliveries by Outotec will take place over 30 months .,Leveranser fra Outotec vil finne sted over 30 måneder.,1
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .","Leveransene av Nokia 1112, Nokia 2310 og Nokia 2610 forventes å starte i andre kvartal 2006.",1
Delivery is due in the second half of 2011 .,Leveringen skjer i andre halvdel av 2011.,1
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","Den Bosch-baserte TomTom er Europas største produsent av bilnavigasjonsenheter, mens Cayman Islands-baserte Garmin er større i USA og generelt.",1
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",Avhengig av markedssituasjonen selges slike prosjekter etter 1 til 3 år etter ferdigstillelse.,1
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .","På grunn av Pirkka øl, Olvi 's bryggeri i Iisalmi flytter til 7-dagers, 24-timers skift.",1
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .","Under rallyet, som ble godkjent av byadministrasjonen, kom en konsulatfunksjonær ut til arbeiderne, snakket med dem og tok et brev fra dem.",1
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,Efore har besluttet å etablere et selskap for eletric kjøretøy (EV) virksomhet i Kina .,1
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .","Elcoteq Dongguan ble etablert i 1999 i Nancheng District of Dongguan, Kina og er en av Elcoteq s fire volum produksjonsanlegg i Asia-Stillehavet regionen.",1
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",Elcoteq SE Stock Exchange Kunngjøring 4. februar 2009 kl 10.00 ( EET ) Elcoteq vil publisere sine finansielle uttalelser bulletin 2008 onsdag 11. februar kl 09.00 ( EET ) .,1
Electricity consumption grows with higher frequencies .,Strømforbruket øker med høyere frekvenser.,1
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,Elisa har bestilt Finlands Poyry Telecom Oy for å gjennomføre en studie av mottak i noen av Estlands største byer i tillegg til Tallinn.,1
"Elsewhere , the tendency is towards more developed packaging than before .",Andre steder er tendensen mot mer utviklet emballasje enn før.,1
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .","Utstyr vil bli produsert i Vaahtos verksted i Hollola, Finland og er planlagt for forsendelser i løpet av første kvartal 2009.",1
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,"Eriikka S+Âderstr+Âm har tidligere hatt flere stillinger innen finans og kontroll hos Nokia Networks, inkludert rollen som Business Group Controller og å ha bedriftskontrollerposisjonen hos Nokia Siemens Networks.",1
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .","Estlands landbruksminister Helir-Valdor Seeder er i Finland på et to-dagers besøk, hvor han skal møte sin finske kollega Sirkka-Liisa Anttila.",1
Etteplan targets to employ at least 20 people in Borl+ñnge .,Etteplan har som mål å ansette minst 20 personer i Borl+ñnge .,2
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,EUR 220 millioner av transaksjonsgebyret ble betalt i form av fireårige rentebærende leverandørsedler.,1
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .","Med S60 brukergrensesnitt, kommer denne 135-gram modellen også med en 2.4-tommers kvart VGA-skjerm og 100 megabyte internt minne, utvidbart gjennom Micro Secure Digital-sporet.",1
Feed companies Suomen Rehu and Raisio do no import GMO feed .,Fôrselskapene Suomen Rehu og Raisio importerer ikke GMO-fôr.,1
"Financial , strategic and operational factors are considered .","Finansielle, strategiske og operasjonelle faktorer vurderes.",1
Financial details were not disclosed .,Finansielle detaljer ble ikke avslørt .,1
Financial details were n't disclosed .,Finansielle detaljer ble ikke avslørt.,1
Financial terms were not disclosed .,Finansielle vilkår ble ikke avslørt .,1
Financial terms were n't disclosed .,Finansielle vilkår ble ikke avslørt.,1
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .","Finlands Technopolis planlegger å bringe den første delen av en teknopark på strøm i St. Petersburg i slutten av 2008, Kari Mikkonen, visepresident for Technopolis, fortalte reportere i Helsinki .",1
"Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .","Finland-baserte selskaper, L+ñnnen Tehtaat og Raisio, har besluttet å oppløse joint venture-selskapet ZAO Scandic Feed, som ble etablert for å starte lokal dyrefôrvirksomhet og fôrproduksjon i nordvest Russland.",1
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",Den finske narkotikadistributøren og grossisten Oriola-KD Oyj sa den 11. oktober 2006 at de hadde utnevnt Anne Kariniemi til visepresident for sin logistikk- og Sourcing-avdeling.,1
"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .","Finsk elektronikk kontrakt maker Incap Oyj sa på januar 3, 2008 det solgte sine produksjonsanlegg i Helsinki til lokale eiendomsselskap Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) .",1
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,Finske fiberbaserte materialer maker Ahlstrom Corp (HEL: AHL1V) sa i dag at det besluttet å stenge sin spunlace kompositt produksjonslinje nummer 23 på Chirnside anlegget i Storbritannia innen utgangen av mars 2011 .,1
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,Det finske investeringsselskapet Neomarkka er hovedeier av Kuitu Finlands etterfølger.,1
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .","Den finske investeringsgruppen Neomarkka Oyj (HE: NEMBV) sa i dag at den vil kjøpe de tidligere produksjonsanleggene til Kuitu Finland Ltd, som en del av forhandlingene om muligheten til å investere i spesialcellulose.",1
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .","Den finske investoren Scanfil Oyj (HEL: SCF1V) kjøpte fredag 57 millioner aksjer, eller 32,96 % , i den norske elektronikkprodusenten Kitron ASA (OSL: KIT) for 143,9 millioner kroner (USD 24,4 m-EUR 18,1 m).",1
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .","Den finske eiendomsinvestoren Sponda sa at de har blitt enige om en 100 mln euro, fem års kredittfasilitet med Swedbank og en 50 mln euro, syv års fasilitet med OKO Bank.",1
"Finnish publisher Alma Media ( HEL : ALN1V ) said Wednesday it has decided to further extend its EUR1 .85 ( USD2 .75 ) apiece mandatory tender offer for media group Talentum ( HEL : TTM1V ) , which started on 19 August , until 16 November .","Finske utgiver Alma Media (HEL: ALN1V) sa onsdag at det har besluttet å ytterligere utvide sin EUR 1 .85 ( USD 2 .75 ) apiece obligatorisk anbud tilbud for mediegruppen Talentum (HEL: TTM1V), som startet på 19 August , til 16 November .",1
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",Det finske eiendomsselskapet Sponda Oyj sa i april 2008 at de ville bygge Vuosaari Harbour Service Center ved havnen i Helsinki.,1
Finnlines said that the deal is part of its strategy to focus on its core businesses .,Finnlines sa at avtalen er en del av sin strategi for å fokusere på sine kjernevirksomheter.,1
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .","First Industrial vil søke LEED betegnelse for Uponor 's nye bygning og en 282,000 kvadratfot spekulative distribusjonssenter på First Park Lakeville .",1
"Following the move , Stora Enso holding in NewPage will remain unchanged .","Etter flyttingen, Stora Enso holder i NewPage vil forbli uendret.",1
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .","Etter registreringen er aksjekapitalen i Biotie på EUR 52 556 678,10.",1
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",Markedene for matvarer og forbruksvarer betjenes av ca. 13 000 personer i 54 produksjonsenheter og flere salgskontorer i 33 land.,1
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,"For de nye aksjene som er tegnet med aksjeopsjoner, starter alle aksjonærrettigheter fra den datoen de er registrert i handelsregisteret.",1
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .","Fortum forventer at de årlige kapitalutgiftene i de neste fire til fem årene vil være innenfor et område på EUR 0.8-1 .2 milliarder, som tidligere annonsert.",1
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,Fortum hadde til hensikt å bruke så mye som ( EURO ) 2.7 bn å bli den eneste eieren av TGK-10 .,1
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .","Fortum eier 90,2 prosent av aksjekapitalen og 94,4 prosent av stemmerettene i selskapet, som det nå planlegger å dele ut fra Warsaw Stock Exchange.",1
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .","Grunnlagt i 1985, Quatrocon 's klientell består av offentlige byggherrer, sentrale handelsselskaper og store byggefirmaer.",1
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .","- Nokias to viktige leverandører - Aspocomp og Wintek - er sannsynlig å starte operasjoner innen tre måneder i Nokia Telecom Park på Sriperumbudur , 45 km vest for Chennai .",1
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .","F-Secure Internet Security 2010 er en sikkerhetstjeneste for surfing på nettet, nettbank og shopping, e-post og andre online aktiviteter.",1
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .","F-Secure rapporterte at: - Den første halvdelen av 2008 har sett et økende antall målrettede malware angrep på enkeltpersoner, bedrifter og organisasjoner.",1
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .","GENEVA , Feb. 10 - Tero Aaltonen, Finland har utviklet en radio ressurs kontroll metode .",1
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .","Tysklands innovasjonssentre er forent i fokus på selskaper, som tar sikte på bruk av teknologi og utvikling av nye typer aktivitet, gjennom å støtte nybegynnerselskapene med hele spekteret av sine tjenester.",1
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .","Glastons egen glassbehandlingsenhet, Tamglass Glass Processing, er en produsent av høykvalitets sikkerhetsglassprodukter og opererer i Finland.",1
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .","Glastons egen glassbehandlingsenhet, Tamglass Glass Processing, er en produsent av høykvalitets sikkerhetsglassprodukter som opererer i Finland.",1
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .","Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review er en grundig virksomhet, finansiell analyse av Pohjola Bank plc. .",1
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,"Han er en Chartered Accountant i British Columbia og Alberta, samt en Certified Public Accountant i Washington State.",1
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,Han sluttet seg til Rautakirja i 1997 for å lede et av selskapets fire forretningsområder og tok opp stillingen som president og administrerende direktør i 2001.,1
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .","HELSINKI, Finland, 18. september 2009 ( GLOBE NEWSWIRE ) - Ixonos Plc utvider selskapets smarttelefon R&D-tjenester og etablerer en ny neste generasjons smarttelefon design enhet i forbindelse med Ixonos 'sted i Jyvaeskylae .",2
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .","Helsinki 19 mai 2010 - finsk selskap Lemminkainen Oyj (HEL: LEM1S) sa i dag at det vil bygge et kontorbygg på Toolonlahti i sentrum av Helsingfors , uten å avsløre økonomiske detaljer .",1
"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .","HELSINKI ( Thomson Financial ) - M-real sa det vil utøve et alternativ til å kjøpe en 50MW naturgass kraftverk og land i Kyroskoski, Finland, for rundt 13 mln eur fra Kyro Oyj .",2
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,Hennes siste stilling i Nokia Siemens Networks var leder for Business Human Resources NSN global IT .,1
Her present position is the director of Stockmann 's international department stores .,Hennes nåværende stilling er direktør for Stockmanns internasjonale varehus.,1
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,Hennes arbeid hos NetApp inkluderte strategisk reposisjonering av merkevaren i kategorien og en stor global relansering.,1
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",Honkarakenne besluttet også i går å selge 88 500 av sine B-serie aksjer til nøkkelmedarbeidere for EUR2 .9 per aksje.,1
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .","Honkarakenne besluttet også i går å selge 88 500 av sine B-serie aksjer til nøkkelpersoner for EUR 2,90 per aksje.",1
hu will offer a further discount of between 25 % and 50 % on selected books .,vil tilby en ytterligere rabatt på mellom 25 % og 50 % på utvalgte bøker.,1
"If needed , she provides also further information on ferry connections and hotels .",Om nødvendig gir hun også ytterligere informasjon om fergeforbindelser og hoteller.,1
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .","Igor og Oleg Yankov, som for tiden leder Moron og Vitim, vil holde på 25% eierandelen for nå.",1
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',Bildedata produsert av nettleseren på telefonserveren konverteres til et bitmapped bilde som sendes til håndsettet for visning. '',1
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,Gjennomføring av prosjektet vil bli utført av det finske selskapet YIT i samarbeid med investeringsfondet Evli Property Investment Russia ( EPI).,1
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",I 2006 ble 452 millioner tonn CO2 av EUA (EU Allowance ; utslipp kreditert i EU) handlet med en underliggende markedsverdi ca.,1
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .","I 2007 Talentum vil avsløre tre Interim Reports - Q1 (januar - mars) på fredag, 27 april, 2007 - Q2 (april - juni) på fredag, 20 juli, 2007 - Q3 (juli - september) på fredag, 26 oktober, 2007 .",1
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .","I 2008 sto stålindustrien for 64 prosent av de transporterte godsmengdene, mens energibransjen stod for 28 prosent og andre næringer for 8 prosent.",1
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",I et brev til næringsministeren ber det børsnoterte estiske rederiet Tallink om godkjenning for å ha rett til 15 % kutt i havneavgifter i 2010.,1
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .","I et nylig intervju med Financial Times (FT) sa Sampos styreleder Björn Wahlroos at hvis P&C absolutt var til salgs og prisen hadde blitt satt til 85 milliarder kroner, bekreftet han tidligere uttalelser.",1
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .","I en pressemelding 28. oktober sa Peab at de to virksomhetene vil fortsette å bli drevet under merkene Cliffton og Stockholm Entreprenad, begge deler en del av Peab Group.",1
